starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 11 17:02:39 2022	1670749359	0	437	437	436
Sun Dec 11 17:02:33 2022	1670749353	0	437	437	437
Sun Dec 11 17:02:38 2022	1670749358	0	437	437	437
Sun Dec 11 17:02:36 2022	1670749356	0	437	437	436
Sun Dec 11 17:02:37 2022	1670749357	0	437	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	437	438	437
Sun Dec 11 17:02:37 2022	1670749357	0	437	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	437	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	438	438	437
Sun Dec 11 17:02:33 2022	1670749353	0	438	438	436
Sun Dec 11 17:02:39 2022	1670749359	0	438	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	438	438	437
Sun Dec 11 17:02:39 2022	1670749359	0	438	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	438	438	437
Sun Dec 11 17:02:38 2022	1670749358	0	438	438	437
Sun Dec 11 17:02:33 2022	1670749353	0	438	438	438
Sun Dec 11 17:02:39 2022	1670749359	0	438	438	438
Sun Dec 11 17:02:38 2022	1670749358	0	438	439	438
Sun Dec 11 17:02:38 2022	1670749358	0	438	439	438
Sun Dec 11 17:02:37 2022	1670749357	0	438	439	436
Sun Dec 11 17:02:38 2022	1670749358	0	438	439	438
Sun Dec 11 17:02:33 2022	1670749353	0	438	439	438
Sun Dec 11 17:02:38 2022	1670749358	0	438	439	438
Sun Dec 11 17:02:40 2022	1670749360	0	439	439	438
Sun Dec 11 17:02:38 2022	1670749358	0	438	439	438
Sun Dec 11 17:02:36 2022	1670749356	0	439	439	437
Sun Dec 11 17:02:38 2022	1670749358	0	439	439	438
Sun Dec 11 17:02:34 2022	1670749354	0	439	439	438
Sun Dec 11 17:02:33 2022	1670749353	0	439	439	437
Sun Dec 11 17:02:33 2022	1670749353	0	439	439	438
Sun Dec 11 17:02:39 2022	1670749359	0	439	439	438
Sun Dec 11 17:02:32 2022	1670749352	1	438	439	438
Sun Dec 11 17:02:39 2022	1670749359	0	439	439	438
Sun Dec 11 17:02:36 2022	1670749356	0	439	439	438
Sun Dec 11 17:02:33 2022	1670749353	0	439	439	439
Sun Dec 11 17:02:36 2022	1670749356	0	439	439	439
Sun Dec 11 17:02:39 2022	1670749359	0	439	439	439
Sun Dec 11 17:02:37 2022	1670749357	0	439	439	438
Sun Dec 11 17:02:39 2022	1670749359	0	439	439	439
Sun Dec 11 17:02:37 2022	1670749357	0	439	440	439
Sun Dec 11 17:02:34 2022	1670749354	0	439	440	439
Sun Dec 11 17:02:33 2022	1670749353	0	439	440	438
Sun Dec 11 17:02:33 2022	1670749353	0	440	440	439
Sun Dec 11 17:02:38 2022	1670749358	0	440	440	439
Sun Dec 11 17:02:37 2022	1670749357	0	440	440	439
Sun Dec 11 17:02:34 2022	1670749354	0	440	440	439
Sun Dec 11 17:02:32 2022	1670749352	0	440	440	439
Sun Dec 11 17:02:34 2022	1670749354	0	440	440	440
Sun Dec 11 17:02:36 2022	1670749356	0	440	440	439
Sun Dec 11 17:02:34 2022	1670749354	0	440	440	440
Sun Dec 11 17:02:39 2022	1670749359	0	440	440	440
Sun Dec 11 17:02:38 2022	1670749358	0	440	440	440
Sun Dec 11 17:02:37 2022	1670749357	0	440	440	439
Sun Dec 11 17:02:39 2022	1670749359	0	440	441	440
Sun Dec 11 17:02:39 2022	1670749359	0	441	441	440
Sun Dec 11 17:02:40 2022	1670749360	0	441	441	440
Sun Dec 11 17:02:33 2022	1670749353	0	441	441	440
Sun Dec 11 17:02:40 2022	1670749360	0	441	441	440
Sun Dec 11 17:02:36 2022	1670749356	0	441	441	440
Sun Dec 11 17:02:36 2022	1670749356	0	441	441	440
Sun Dec 11 17:02:40 2022	1670749360	1	441	441	440
Sun Dec 11 17:02:32 2022	1670749352	4	437	441	437
Sun Dec 11 17:02:39 2022	1670749359	0	441	441	441
Sun Dec 11 17:02:37 2022	1670749357	0	441	441	439
Sun Dec 11 17:02:32 2022	1670749352	0	441	441	441
Sun Dec 11 17:02:33 2022	1670749353	0	441	442	440
Sun Dec 11 17:02:34 2022	1670749354	0	442	442	441
Sun Dec 11 17:02:34 2022	1670749354	0	441	442	441
Sun Dec 11 17:02:38 2022	1670749358	0	442	442	441
Sun Dec 11 17:02:38 2022	1670749358	0	442	442	441
Sun Dec 11 17:02:38 2022	1670749358	0	442	442	439
Sun Dec 11 17:02:34 2022	1670749354	0	442	442	441
Sun Dec 11 17:02:39 2022	1670749359	0	442	442	441
Sun Dec 11 17:02:40 2022	1670749360	0	442	442	441
Sun Dec 11 17:02:34 2022	1670749354	0	442	442	441
Sun Dec 11 17:02:40 2022	1670749360	0	442	442	441
Sun Dec 11 17:02:33 2022	1670749353	0	442	442	442
Sun Dec 11 17:02:39 2022	1670749359	0	442	442	442
Sun Dec 11 17:02:32 2022	1670749352	4	439	442	438
Sun Dec 11 17:02:32 2022	1670749352	0	442	442	442
Sun Dec 11 17:02:33 2022	1670749353	0	442	443	442
Sun Dec 11 17:02:38 2022	1670749358	0	442	443	441
Sun Dec 11 17:02:37 2022	1670749357	1	442	443	440
Sun Dec 11 17:02:34 2022	1670749354	0	442	443	442
Sun Dec 11 17:02:38 2022	1670749358	0	443	443	442
Sun Dec 11 17:02:35 2022	1670749355	1	442	443	441
Sun Dec 11 17:02:36 2022	1670749356	0	443	443	441
Sun Dec 11 17:02:32 2022	1670749352	0	443	443	443
Sun Dec 11 17:02:32 2022	1670749352	3	440	443	440
Sun Dec 11 17:02:39 2022	1670749359	0	443	443	443
Sun Dec 11 17:02:40 2022	1670749360	0	443	443	443
Sun Dec 11 17:02:35 2022	1670749355	0	443	444	443
Sun Dec 11 17:02:32 2022	1670749352	4	440	444	439
Sun Dec 11 17:02:34 2022	1670749354	0	444	444	443
Sun Dec 11 17:02:33 2022	1670749353	0	443	444	443
Sun Dec 11 17:02:33 2022	1670749353	0	444	444	443
Sun Dec 11 17:02:39 2022	1670749359	0	444	444	444
Sun Dec 11 17:02:33 2022	1670749353	0	444	444	444
Sun Dec 11 17:02:38 2022	1670749358	0	444	444	444
Sun Dec 11 17:02:33 2022	1670749353	0	444	444	444
Sun Dec 11 17:02:40 2022	1670749360	0	444	444	444
Sun Dec 11 17:02:39 2022	1670749359	0	444	445	444
Sun Dec 11 17:02:32 2022	1670749352	0	445	445	444
Sun Dec 11 17:02:39 2022	1670749359	0	445	445	444
Sun Dec 11 17:02:32 2022	1670749352	0	445	445	444
Sun Dec 11 17:02:38 2022	1670749358	0	445	445	444
Sun Dec 11 17:02:38 2022	1670749358	0	445	445	444
Sun Dec 11 17:02:40 2022	1670749360	0	445	445	444
Sun Dec 11 17:02:38 2022	1670749358	0	445	445	445
Sun Dec 11 17:02:33 2022	1670749353	0	445	445	445
Sun Dec 11 17:02:32 2022	1670749352	3	443	445	442
Sun Dec 11 17:02:40 2022	1670749360	0	446	446	445
Sun Dec 11 17:02:38 2022	1670749358	0	446	446	445
Sun Dec 11 17:02:32 2022	1670749352	0	446	446	445
Sun Dec 11 17:02:38 2022	1670749358	0	446	446	445
Sun Dec 11 17:02:34 2022	1670749354	0	446	446	445
Sun Dec 11 17:02:35 2022	1670749355	0	446	446	445
Sun Dec 11 17:02:39 2022	1670749359	0	446	446	445
Sun Dec 11 17:02:38 2022	1670749358	0	446	446	445
Sun Dec 11 17:02:39 2022	1670749359	0	446	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	447	447	446
Sun Dec 11 17:02:34 2022	1670749354	0	447	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	447	447	446
Sun Dec 11 17:02:39 2022	1670749359	0	446	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	446	447	446
Sun Dec 11 17:02:40 2022	1670749360	0	447	447	446
Sun Dec 11 17:02:33 2022	1670749353	0	447	447	446
Sun Dec 11 17:02:34 2022	1670749354	0	447	447	446
Sun Dec 11 17:02:39 2022	1670749359	0	447	447	446
Sun Dec 11 17:02:33 2022	1670749353	0	447	447	446
Sun Dec 11 17:02:36 2022	1670749356	0	447	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	447	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	447	447	447
Sun Dec 11 17:02:34 2022	1670749354	0	447	447	446
Sun Dec 11 17:02:33 2022	1670749353	0	447	447	446
Sun Dec 11 17:02:38 2022	1670749358	0	447	447	447
Sun Dec 11 17:02:36 2022	1670749356	0	448	448	447
Sun Dec 11 17:02:32 2022	1670749352	0	447	448	447
Sun Dec 11 17:02:37 2022	1670749357	0	448	448	447
Sun Dec 11 17:02:38 2022	1670749358	0	447	448	447
Sun Dec 11 17:02:37 2022	1670749357	1	447	448	447
Sun Dec 11 17:02:35 2022	1670749355	0	448	448	447
Sun Dec 11 17:02:38 2022	1670749358	1	447	448	446
Sun Dec 11 17:02:38 2022	1670749358	0	448	448	447
Sun Dec 11 17:02:36 2022	1670749356	0	448	448	448
Sun Dec 11 17:02:39 2022	1670749359	0	448	448	448
Sun Dec 11 17:02:32 2022	1670749352	3	445	448	445
Sun Dec 11 17:02:33 2022	1670749353	0	448	448	447
Sun Dec 11 17:02:38 2022	1670749358	0	448	448	447
Sun Dec 11 17:02:33 2022	1670749353	0	449	449	448
Sun Dec 11 17:02:38 2022	1670749358	0	449	449	448
Sun Dec 11 17:02:35 2022	1670749355	0	449	449	448
Sun Dec 11 17:02:33 2022	1670749353	0	449	449	448
Sun Dec 11 17:02:37 2022	1670749357	0	449	449	448
Sun Dec 11 17:02:32 2022	1670749352	0	449	449	448
Sun Dec 11 17:02:33 2022	1670749353	0	449	449	448
Sun Dec 11 17:02:39 2022	1670749359	0	449	449	449
Sun Dec 11 17:02:33 2022	1670749353	0	449	449	448
Sun Dec 11 17:02:39 2022	1670749359	0	449	449	449
Sun Dec 11 17:02:34 2022	1670749354	0	449	449	439
Sun Dec 11 17:02:36 2022	1670749356	0	449	450	449
Sun Dec 11 17:02:37 2022	1670749357	0	449	450	449
Sun Dec 11 17:02:33 2022	1670749353	0	449	450	449
Sun Dec 11 17:02:32 2022	1670749352	3	447	450	445
Sun Dec 11 17:02:38 2022	1670749358	0	450	450	449
Sun Dec 11 17:02:38 2022	1670749358	0	450	450	449
Sun Dec 11 17:02:37 2022	1670749357	0	450	450	449
Sun Dec 11 17:02:38 2022	1670749358	0	450	450	448
Sun Dec 11 17:02:32 2022	1670749352	1	451	451	450
Sun Dec 11 17:02:33 2022	1670749353	0	451	451	451
Sun Dec 11 17:02:33 2022	1670749353	0	451	451	450
Sun Dec 11 17:02:40 2022	1670749360	0	452	452	451
Sun Dec 11 17:02:38 2022	1670749358	0	451	452	451
Sun Dec 11 17:02:33 2022	1670749353	0	452	452	451
Sun Dec 11 17:02:33 2022	1670749353	0	452	452	451
Sun Dec 11 17:02:38 2022	1670749358	0	452	452	451
Sun Dec 11 17:02:38 2022	1670749358	0	452	452	452
Sun Dec 11 17:02:33 2022	1670749353	0	452	453	452
Sun Dec 11 17:02:37 2022	1670749357	0	453	453	452
Sun Dec 11 17:02:40 2022	1670749360	0	453	453	452
Sun Dec 11 17:02:38 2022	1670749358	0	453	453	452
Sun Dec 11 17:02:40 2022	1670749360	0	453	453	452
Sun Dec 11 17:02:38 2022	1670749358	0	453	453	453
Sun Dec 11 17:02:40 2022	1670749360	0	453	453	452
Sun Dec 11 17:02:32 2022	1670749352	0	453	453	452
Sun Dec 11 17:02:32 2022	1670749352	0	453	453	452
Sun Dec 11 17:02:33 2022	1670749353	0	453	454	452
Sun Dec 11 17:02:39 2022	1670749359	0	453	454	452
Sun Dec 11 17:02:32 2022	1670749352	4	450	454	446
Sun Dec 11 17:02:32 2022	1670749352	4	450	454	448
Sun Dec 11 17:02:33 2022	1670749353	0	454	454	453
Sun Dec 11 17:02:40 2022	1670749360	0	454	454	453
Sun Dec 11 17:02:38 2022	1670749358	0	454	454	454
Sun Dec 11 17:02:40 2022	1670749360	0	454	454	454
Sun Dec 11 17:02:40 2022	1670749360	0	454	455	454
Sun Dec 11 17:02:40 2022	1670749360	0	454	455	454
Sun Dec 11 17:02:33 2022	1670749353	0	455	455	454
Sun Dec 11 17:02:39 2022	1670749359	0	455	455	454
Sun Dec 11 17:02:38 2022	1670749358	0	455	455	454
Sun Dec 11 17:02:40 2022	1670749360	0	455	455	454
Sun Dec 11 17:02:40 2022	1670749360	0	455	455	454
Sun Dec 11 17:02:35 2022	1670749355	0	455	455	455
Sun Dec 11 17:02:37 2022	1670749357	0	455	455	454
Sun Dec 11 17:02:39 2022	1670749359	0	456	456	455
Sun Dec 11 17:02:33 2022	1670749353	0	456	456	456
Sun Dec 11 17:02:34 2022	1670749354	0	456	456	456
Sun Dec 11 17:02:33 2022	1670749353	0	456	457	455
Sun Dec 11 17:02:32 2022	1670749352	3	454	457	453
Sun Dec 11 17:02:39 2022	1670749359	0	457	457	456
Sun Dec 11 17:02:38 2022	1670749358	0	457	457	457
Sun Dec 11 17:02:34 2022	1670749354	0	457	457	457
Sun Dec 11 17:02:34 2022	1670749354	0	457	457	457
Sun Dec 11 17:02:38 2022	1670749358	0	457	457	457
Sun Dec 11 17:02:38 2022	1670749358	0	457	458	457
Sun Dec 11 17:02:33 2022	1670749353	0	457	458	457
Sun Dec 11 17:02:40 2022	1670749360	0	458	458	457
Sun Dec 11 17:02:33 2022	1670749353	1	457	458	457
Sun Dec 11 17:02:39 2022	1670749359	0	458	458	457
Sun Dec 11 17:02:39 2022	1670749359	0	458	458	458
Sun Dec 11 17:02:34 2022	1670749354	0	458	458	458
Sun Dec 11 17:02:40 2022	1670749360	0	458	458	457
Sun Dec 11 17:02:38 2022	1670749358	0	458	458	458
Sun Dec 11 17:02:38 2022	1670749358	0	459	459	458
Sun Dec 11 17:02:32 2022	1670749352	0	459	459	458
Sun Dec 11 17:02:33 2022	1670749353	0	459	459	458
Sun Dec 11 17:02:38 2022	1670749358	0	459	459	458
Sun Dec 11 17:02:32 2022	1670749352	0	459	459	459
Sun Dec 11 17:02:33 2022	1670749353	0	460	460	459
Sun Dec 11 17:02:40 2022	1670749360	0	460	460	459
Sun Dec 11 17:02:39 2022	1670749359	0	460	460	460
Sun Dec 11 17:02:37 2022	1670749357	1	460	460	457
Sun Dec 11 17:02:38 2022	1670749358	0	460	461	460
Sun Dec 11 17:02:39 2022	1670749359	0	461	461	460
Sun Dec 11 17:02:39 2022	1670749359	0	461	461	460
Sun Dec 11 17:02:34 2022	1670749354	0	461	461	460
Sun Dec 11 17:02:32 2022	1670749352	0	461	461	461
Sun Dec 11 17:02:39 2022	1670749359	0	461	461	461
Sun Dec 11 17:02:32 2022	1670749352	4	458	461	457
Sun Dec 11 17:02:33 2022	1670749353	0	461	461	461
Sun Dec 11 17:02:39 2022	1670749359	0	461	461	461
Sun Dec 11 17:02:33 2022	1670749353	0	462	462	461
Sun Dec 11 17:02:32 2022	1670749352	4	458	462	458
Sun Dec 11 17:02:38 2022	1670749358	0	462	462	461
Sun Dec 11 17:02:32 2022	1670749352	3	460	463	459
Sun Dec 11 17:02:33 2022	1670749353	0	463	463	462
Sun Dec 11 17:02:40 2022	1670749360	0	463	463	463
Sun Dec 11 17:02:32 2022	1670749352	0	463	464	463
Sun Dec 11 17:02:32 2022	1670749352	0	464	465	464
Sun Dec 11 17:02:33 2022	1670749353	0	464	465	462
Sun Dec 11 17:02:35 2022	1670749355	0	464	465	464
Sun Dec 11 17:02:40 2022	1670749360	0	464	465	464
Sun Dec 11 17:02:39 2022	1670749359	0	465	465	464
Sun Dec 11 17:02:39 2022	1670749359	0	465	465	464
Sun Dec 11 17:02:39 2022	1670749359	0	465	465	465
Sun Dec 11 17:02:33 2022	1670749353	0	465	465	465
Sun Dec 11 17:02:38 2022	1670749358	0	465	465	465
Sun Dec 11 17:02:40 2022	1670749360	0	465	465	465
Sun Dec 11 17:02:38 2022	1670749358	0	466	466	465
Sun Dec 11 17:02:32 2022	1670749352	0	466	466	464
Sun Dec 11 17:02:39 2022	1670749359	0	466	466	465
Sun Dec 11 17:02:39 2022	1670749359	0	466	466	466
Sun Dec 11 17:02:38 2022	1670749358	0	466	466	465
Sun Dec 11 17:02:38 2022	1670749358	0	466	467	466
Sun Dec 11 17:02:33 2022	1670749353	0	466	467	466
Sun Dec 11 17:02:37 2022	1670749357	0	466	467	466
Sun Dec 11 17:02:38 2022	1670749358	0	467	467	466
Sun Dec 11 17:02:32 2022	1670749352	4	463	467	458
Sun Dec 11 17:02:33 2022	1670749353	0	467	467	467
Sun Dec 11 17:02:33 2022	1670749353	0	467	467	466
Sun Dec 11 17:02:39 2022	1670749359	0	467	467	466
Sun Dec 11 17:02:33 2022	1670749353	0	467	467	467
Sun Dec 11 17:02:40 2022	1670749360	0	467	468	467
Sun Dec 11 17:02:32 2022	1670749352	0	467	468	467
Sun Dec 11 17:02:38 2022	1670749358	0	467	468	467
Sun Dec 11 17:02:39 2022	1670749359	0	468	468	467
Sun Dec 11 17:02:33 2022	1670749353	0	469	469	467
Sun Dec 11 17:02:33 2022	1670749353	0	469	469	467
Sun Dec 11 17:02:33 2022	1670749353	0	469	469	467
Sun Dec 11 17:02:32 2022	1670749352	4	465	469	463
Sun Dec 11 17:02:33 2022	1670749353	0	470	470	470
Sun Dec 11 17:02:38 2022	1670749358	0	470	470	470
Sun Dec 11 17:02:38 2022	1670749358	0	471	471	470
Sun Dec 11 17:02:32 2022	1670749352	3	468	471	466
Sun Dec 11 17:02:32 2022	1670749352	3	468	471	466
Sun Dec 11 17:02:38 2022	1670749358	0	471	471	470
Sun Dec 11 17:02:33 2022	1670749353	0	471	471	470
Sun Dec 11 17:02:32 2022	1670749352	3	469	471	466
Sun Dec 11 17:02:36 2022	1670749356	0	471	471	471
Sun Dec 11 17:02:38 2022	1670749358	0	472	472	471
Sun Dec 11 17:02:32 2022	1670749352	3	469	472	468
Sun Dec 11 17:02:38 2022	1670749358	0	472	472	471
Sun Dec 11 17:02:39 2022	1670749359	0	472	472	472
Sun Dec 11 17:02:39 2022	1670749359	0	472	472	472
Sun Dec 11 17:02:33 2022	1670749353	0	473	473	472
Sun Dec 11 17:02:39 2022	1670749359	0	473	473	472
Sun Dec 11 17:02:37 2022	1670749357	0	473	474	471
Sun Dec 11 17:02:38 2022	1670749358	0	474	474	473
Sun Dec 11 17:02:33 2022	1670749353	0	474	474	473
Sun Dec 11 17:02:33 2022	1670749353	0	475	476	474
Sun Dec 11 17:02:32 2022	1670749352	4	472	476	472
Sun Dec 11 17:02:39 2022	1670749359	0	476	476	476
Sun Dec 11 17:02:32 2022	1670749352	3	474	476	473
Sun Dec 11 17:02:38 2022	1670749358	0	476	476	476
Sun Dec 11 17:02:39 2022	1670749359	0	477	478	477
Sun Dec 11 17:02:39 2022	1670749359	0	478	478	477
Sun Dec 11 17:02:39 2022	1670749359	0	478	478	478
Sun Dec 11 17:02:38 2022	1670749358	0	478	478	478
Sun Dec 11 17:02:39 2022	1670749359	0	479	479	478
Sun Dec 11 17:02:33 2022	1670749353	0	479	480	479
Sun Dec 11 17:02:32 2022	1670749352	3	477	480	476
Sun Dec 11 17:02:39 2022	1670749359	0	481	481	480
Sun Dec 11 17:02:35 2022	1670749355	0	481	481	481
Sun Dec 11 17:02:34 2022	1670749354	0	482	482	482
Sun Dec 11 17:02:34 2022	1670749354	0	484	484	484
Sun Dec 11 17:02:33 2022	1670749353	0	485	485	484
Sun Dec 11 17:02:33 2022	1670749353	0	485	485	485
Sun Dec 11 17:02:32 2022	1670749352	3	483	486	483
Sun Dec 11 17:02:32 2022	1670749352	3	483	486	482
Sun Dec 11 17:02:39 2022	1670749359	0	486	486	486
Sun Dec 11 17:02:40 2022	1670749360	0	486	487	483
Sun Dec 11 17:02:40 2022	1670749360	0	488	489	488
Sun Dec 11 17:02:38 2022	1670749358	0	489	490	489
Sun Dec 11 17:02:39 2022	1670749359	1	489	490	489
Sun Dec 11 17:02:39 2022	1670749359	0	490	491	490
Sun Dec 11 17:02:32 2022	1670749352	3	489	492	489
Sun Dec 11 17:02:32 2022	1670749352	3	491	494	490
Sun Dec 11 17:02:32 2022	1670749352	3	491	494	490
Sun Dec 11 17:02:33 2022	1670749353	0	499	499	498
Sun Dec 11 17:02:33 2022	1670749353	0	500	501	500
Sun Dec 11 17:02:34 2022	1670749354	0	501	501	500
Sun Dec 11 17:02:34 2022	1670749354	0	502	502	501
Sun Dec 11 17:02:33 2022	1670749353	1	503	504	503
Sun Dec 11 17:02:33 2022	1670749353	0	504	504	504
Sun Dec 11 17:02:36 2022	1670749356	0	520	521	519
Sun Dec 11 17:02:32 2022	1670749352	0	521	521	521
Sun Dec 11 17:02:32 2022	1670749352	3	519	521	519
Sun Dec 11 17:02:32 2022	1670749352	4	517	522	516
Sun Dec 11 17:02:34 2022	1670749354	0	522	523	522
Sun Dec 11 17:02:32 2022	1670749352	0	523	523	522
Sun Dec 11 17:02:32 2022	1670749352	0	531	531	530
Sun Dec 11 17:02:34 2022	1670749354	0	542	542	542
